name,gender
Dionìsijus,male
Dionìzas,male
Dionìzijus,male
Dionỹzas,male
Dìrmantas,male
Dìtas,male
Dmìtrijus,male
Dóbilas,male
Dómantas,male
Dómas,male
Dómedas,male
Domìcijus,male
Dómilas,male
Domìlis,male
Domìngas,male
Dominiñkas,male
Dominỹkas,male
Dómintas,male
Donáldas,male
Donárdas,male
Dònas,male
Donãtas,male
Dònis,male
Dònius,male
Dòras,male
Dórmantas,male
Dorõtas,male
Dorotė̃jus,male
Dorõtis,male
Dóvaidas,male
Dóvainis,male
Dóvaldas,male
Dóvardas,male
Dóvas,male
Dóvijus,male
Dóvilas,male
Dovìlijus,male
Dovìlis,male
Dovìlius,male
Dóviltas,male
Dõvis,male
Dóvydas,male
Drãvis,male
Dravỹs,male
Drą̃sis,male
Drą̃sius,male
Drąsùtis,male
Drómantas,male
Dzìdas,male
Dzìdoris,male
Dzìdorius,male
Džiùgas,male
Džiugìmantas,male
Džiùgintas,male
Džònas,male
Džònis,male
Džordãnas,male
Džovãnis,male
Daminykas,male
Danatas,male
Danėlius,male
Deonisijus,male
Dimentijus,male
Divanisijus,male
Divonisijus,male
Dizidorius,male
Duonatas,male
Dzivanisijus,male
Damian,male
Dan,male
Daniel,male
Daniels,male
Darij,male
David,male
Davids,male
Deimant,male
Deymantas,male
Deinor,male
Deivids,male
Dekster,male
Den,male
Dilans,male
Dion,male
Dioniz,male
Dionyz,male
Dmitrij,male
Dom,male
Dominyk,male
Donald,male
Donat,male
Dov,male
Drasius,male
Drasutis,male
Dziugas,male
Dãfnė,female
Dagìlė,female
Dagmarà,female
Dagnà,female
Dãgnė,female
Dáiga,female
Daĩlė,female
Daimà,female
Daimantà,female
Daĩmantė,female
Dainà,female
Dainarà,female
Daĩnarė,female
Dainavà,female
Dainetà,female
Daĩnė,female
Dainidà,female
Dainóra,female
Dainorinà,female
Dainuõlė,female
Dainùtė,female
Dáiva,female
Daivìlė,female
Daivinà,female
Daività,female
Daivùtė,female
Dakotà,female
Daletà,female
Dãlė,female
Dalià,female
Dãlija,female
Dalýtė,female
Damianà,female
Damijonà,female
Danà,female
Dãnė,female
Danė́ja,female
Dánga,female
Dañgė,female
Dangìlė,female
Danginà,female
Dángira,female
Dangirdà,female
Dángirė,female
Dangìrija,female
Danguõlė,female
Danguõlija,female
Danielà,female
Daniẽlė,female
Dãnija,female
Danutà,female
Danùtė,female
Darà,female
Daratà,female
Dãrė,female
Dargáilė,female
Dargìlė,female
Dárgirė,female
Dargvìlė,female
Dãrija,female
Darinà,female
Dárma,female
Dármantė,female
Darmìlė,female
Darùtė,female
Darvidà,female
Darvìlė,female
Darvydà,female
Daugáilė,female
Daugìlė,female
Daugirdà,female
Daugvìlė,female
Daũgvydė,female
Daũjotė,female
Daũkantė,female
Daũmantė,female
Daumìlė,female
Dausà,female
Daũtarė,female
Davìdė,female
Deborà,female
Debrà,female
Deimà,female
Deimantà,female
Deĩmantė,female
Deimenà,female
Deĩmė,female
Deimìlė,female
Deĩmina,female
Deĩminta,female
Deĩmintė,female
Deinà,female
Deinarà,female
Deinóra,female
Deivà,female
Deĩvė,female
Deĩvidė,female
Deĩvija,female
Deivìlė,female
Deĩvina,female
Deività,female
Deĩvyda,female
Deĩvydė,female
Delà,female
Dèlė,female
Delfinà,female
Delìcija,female
Dèlija,female
Demà,female
Demetrà,female
Demètrija,female
Denà,female
Dènė,female
Denìsija,female
Deodatà,female
Despinà,female
Dezdemonà,female
Dezidèrija,female
Dianà,female
Dienà,female
Dignà,female
Dìgnė,female
Dijà,female
Dijanà,female
Dilanà,female
Dilarà,female
Dìlė,female
Dìlija,female
Dimà,female
Dimitrà,female
Dimìtrija,female
Dinà,female
Dingáilė,female
Dionizà,female
Dionìzija,female
Dionyzà,female
Dità,female
Dìtė,female
Dóbilė,female
Dobroslavà,female
Dolorà,female
Doloresà,female
Dolòrė,female
Dolorosà,female
Dóma,female
Dómantė,female
Dometà,female
Dómė,female
Domicèlė,female
Domìcė,female
Domicė̃lė,female
Domìcija,female
Domìlė,female
Domìlija,female
Domìnga,female
Domininkà,female
Dominykà,female
Domintà,female
Dòmnija,female
Domnìkija,female
Donà,female
Donálda,female
Donatà,female
Donãtė,female
Donatìlė,female
Dònė,female
Dònija,female
Donvinà,female
Dorà,female
Dòrė,female
Dórmantė,female
Dorotà,female
Dorõtė,female
Dorotė́ja,female
Dóvaidė,female
Dóvainė,female
Dóvaldė,female
Dóvė,female
Dovìlė,female
Dovìlija,female
Dóviltė,female
Dóvinė,female
Dóvyda,female
Dóvydė,female
Drąsà,female
Drą̃sė,female
Drąsùtė,female
Dróvydė,female
Dúonė,female
Dzidrà,female
Džiugà,female
Džiugáilė,female
Džiugantà,female
Džiùgė,female
Džiugìlė,female
Džiùginta,female
Džiugità,female
Džordanà,female
Džùlija,female
Dainuora,female
Daloresa,female
Damicė,female
Damicelė,female
Damincelė,female
Damnakija,female
Danata,female
Danėlė,female
Danelė,female
Dėlija,female
Dilfija,female
Doliorosa,female
Domicielė,female
Domincelė,female
Domnika,female
Domnyka,female
Donicelė,female
Doratėja,female
Dorofija,female
Duonata,female
Dafne,female
Daine,female
Dale,female
Dane,female
Danguole,female
Daniele,female
Daniella,female
Danielle,female
Daniellė,female
Danute,female
Daria,female
Deimante,female
Delia,female
Dia,female
Dilia,female
Doroteja,female
Dorothea,female
Dovyle,female
Dovilia,female
Èdas,male
Èdenas,male
Èdgaras,male
Èdgardas,male
Èdis,male
Èdisonas,male
Edìtas,male
Èdmas,male
Èdmundas,male
Eduárdas,male
Èdvardas,male
Èdvilas,male
Edvìlius,male
Èdvinas,male
Èdvydas,male
Efrèmas,male
Ègbertas,male
Egìdas,male
Egìdijus,male
Egìdis,male
Ègilas,male
Egìlis,male
Egìmantas,male
Ègis,male
Ẽglius,male
Eglū́nas,male
Ègmontas,male
Ègonas,male
Ègonis,male
Ė̃glius,male
Eĩbaras,male
Eĩbartas,male
Eĩdas,male
Eidẽnis,male
Eidìgintas,male
Eidìmantas,male
Eĩdimtas,male
Eĩdintas,male
Eidìvaldas,male
Eĩdmantas,male
Eĩdminas,male
Eĩdotas,male
Eĩdvidas,male
Eĩdvilas,male
Eidvìlis,male
Eĩdviltas,male
Eĩdvinas,male
Eĩdvydas,male
Eĩgantas,male
Eĩgardas,male
Eĩgaudas,male
Eigìmantas,male
Eĩginas,male
Eĩgindas,male
Eĩgintas,male
Eĩgirdas,male
Eĩgydas,male
Eĩgmantas,male
Eĩgminas,male
Eĩgvidas,male
Eĩgvirdas,male
Eĩkantas,male
Eĩkintas,male
Eĩmanas,male
Eĩmantas,male
Eĩmas,male
Eĩminas,male
Eĩmintas,male
Eĩmis,male
Eĩmius,male
Eĩmonas,male
Eimùtis,male
Eĩnaras,male
Eĩnartas,male
Eĩnas,male
Eĩnis,male
Eĩnius,male
Einỹs,male
Eĩnoras,male
Eĩnorius,male
Eĩrimas,male
Eĩris,male
Eĩsmantas,male
Eĩsminas,male
Eĩsvidas,male
Eĩsvinas,male
Eĩsvydas,male
Eĩtaras,male
Eĩtarius,male
Eĩtas,male
Eĩtautas,male
Eĩtmantas,male
Eĩtminas,male
Eĩtnoras,male
Eĩtonas,male
Eĩtvaldas,male
Eĩtvidas,male
Eĩtvilas,male
Eĩtviltas,male
Eĩtvydas,male
Eĩvaldas,male
Eĩvardas,male
Eĩvas,male
Eĩvidas,male
Eĩvilas,male
Eivìlis,male
Eĩviltas,male
Eĩvinas,male
Eĩvis,male
Eivìtas,male
Eĩvydas,male
Eivỹs,male
Elãdas,male
Elãdijus,male
Èlas,male
El̃dijus,male
Elègijus,male
Elẽnas,male
Eleutèrijus,male
Elfrìdas,male
El̃girdas,male
Elìdas,male
Elìdijus,male
Elìgas,male
Elìgijus,male
Elìgis,male
Elìgius,male
Èlijas,male
Èlijus,male
Elìmanas,male
Elìmantas,male
Èlingas,male
Èliotas,male
Èlis,male
Elìtas,male
Èlius,male
Eliziẽjus,male
El̃manas,male
El̃mantas,male
Èlmaras,male
Èlmas,male
El̃minas,male
El̃mis,male
El̃naras,male
Élnias,male
Élnis,male
El̃noras,male
Elònas,male
El̃vidas,male
El̃vijus,male
Èlvinas,male
Èlvis,male
Elvỹras,male
Elvỹs,male
Emanuèlis,male
Èmas,male
Emerìkas,male
Èmetas,male
Emìlas,male
Emilijõnas,male
Emìlijus,male
Emìlis,male
Emìlius,male
Emìras,male
Èmis,male
Ènas,male
Enė́jas,male
Eñgelbertas,male
Ènijus,male
Ènis,male
Ènius,male
Eñrikas,male
Eñris,male
Epifãnas,male
Epifãnijus,male
Erãstas,male
Erãzmas,male
Er̃das,male
Erdẽnis,male
Er̃dis,male
Er̃dmanas,male
Er̃dmantas,male
Er̃dvilas,male
Erdvìlis,male
Erdvìlius,male
Er̃dvinas,male
Èrhardas,male
Èrikas,male
Èrinas,male
Erìnijus,male
Erlándas,male
Èrlingas,male
Er̃mantas,male
Er̃mijus,male
Ermìlijus,male
Er̃minas,male
Er̃mindas,male
Ermìnijus,male
Er̃mintas,male
Er̃mis,male
Ernándas,male
Èrnas,male
Ernèstas,male
Ernestìnas,male
Er̃nis,male
Er̃nius,male
Ersìlijus,male
Er̃tmonas,male
Er̃vaidas,male
Er̃valdas,male
Er̃vidas,male
Er̃viltas,male
Èrvinas,male
Er̃vis,male
Esmeráldas,male
Estèlas,male
Estèras,male
Ètanas,male
Ètas,male
Ètmonas,male
Eugènas,male
Eugènijus,male
Eugènius,male
Eulògijus,male
Eusèbijus,male
Eustãchas,male
Eustãchijus,male
Eustãfijus,male
Eustãzijus,male
Euzèbijus,male
Èvaldas,male
Èvaldis,male
Èvanas,male
Evarìstas,male
Èvas,male
Evelìnas,male
Everìstas,male
Èvijus,male
Ezrà,male
Edesijus,male
Edigijus,male
Edmuntas,male
Eduartas,male
Edvartas,male
Edverdas,male
Edvynas,male
Edvordas,male
Egedijus,male
Egydijus,male
Egrafijus,male
Elbertas,male
Elėgijus,male
Eleutarijus,male
Elgijus,male
Eliferijus,male
Elygijus,male
Elizejus,male
Emanuėlis,male
Endriejus,male
Endrikis,male
Enzelmas,male
Erenijus,male
Erimijus,male
Ermonas,male
Ernastas,male
Ernėstas,male
Esmiraldas,male
Eugeinijus,male
Eugėnijus,male
Eugienijus,male
Euliogijus,male
Eurelijus,male
Eurėlijus,male
Evgenijus,male
Evidijus,male
Evlogijus,male
Evrelijus,male
Evsignijus,male
Evtichijus,male
Eddie,male
Eden,male
Edgar,male
Edgard,male
Edison,male
Edmund,male
Eduard,male
Eduardo,male
Edvard,male
Edvin,male
Edwin,male
Efgenijus,male
Egbert,male
Einar,male
Einars,male
Eitar,male
Eivid,male
Eivin,male
Elij,male
Elliot,male
Elliott,male
Elon,male
Elvin,male
Emanuel,male
Emil,male
Emilij,male
Emilio,male
Emils,male
Emir,male
Emmanuel,male
Emmett,male
Enrico,male
Enrik,male
Eric,male
Ericas,male
Erick,male
Erik,male
Erland,male
Ermin,male
Ernando,male
Ernest,male
Ernesto,male
Ervin,male
Etan,male
Ethan,male
Ethanas,male
Eugen,male
Eugenij,male
Eustach,male
Evald,male
Evan,male
Edà,female
Èdena,female
Èdgara,female
Edità,female
Edìtė,female
Edmà,female
Èdmantė,female
Edmìlė,female
Èdmunda,female
Èdmundė,female
Èdrija,female
Eduárda,female
Èdvarda,female
Edvìlė,female
Edvinà,female
Efremà,female
Egidà,female
Egìdė,female
Egìdija,female
Egilà,female
Egìlė,female
Egìlija,female
Èginta,female
Ẽglė,female
Ẽglija,female
Eglinà,female
Eglità,female
Egvìlė,female
Eĩbartė,female
Eidà,female
Eidẽnė,female
Eĩdė,female
Eidìmantė,female
Eĩdimtė,female
Eidìvalda,female
Eĩdmantė,female
Eĩdmina,female
Eidvidà,female
Eidvilà,female
Eidvìlė,female
Eidvìlija,female
Eĩdvina,female
Eĩgaudė,female
Eigìlė,female
Eĩginta,female
Eĩgintė,female
Eigirdà,female
Eĩgirdė,female
Eĩgmantė,female
Eĩgmina,female
Eigvìlė,female
Eikvìlė,female
Eimà,female
Eimantà,female
Eĩmantė,female
Eĩmė,female
Eimìlė,female
Eimìlija,female
Eĩmina,female
Eĩminta,female
Eimùtė,female
Einarà,female
Eĩnartė,female
Eĩnė,female
Eĩnora,female
Eĩnorė,female
Eirà,female
Eirimà,female
Eĩrimė,female
Eĩskantė,female
Eĩsmantė,female
Eĩsmina,female
Éisra,female
Eĩsvaldė,female
Eĩsvė,female
Eisvìlė,female
Eĩsvina,female
Eisvydà,female
Eĩsvydė,female
Eità,female
Eitarà,female
Eĩtarė,female
Eĩtautė,female
Eĩtmantė,female
Eitmìlė,female
Eĩtvidė,female
Eitvìlė,female
Eĩtviltė,female
Eitvydà,female
Eĩtvydė,female
Eivà,female
Eĩvė,female
Eividà,female
Eĩvija,female
Eivìlė,female
Eĩviltė,female
Eĩvina,female
Eività,female
Eivydà,female
Eĩvydė,female
Elà,female
Eladà,female
Elãdija,female
Eldijà,female
Elègija,female
Elektrà,female
Elenà,female
Eleonorà,female
Èlė,female
Elė́ja,female
Elfridà,female
Elfrìdė,female
Elgà,female
El̃gė,female
El̃gina,female
El̃gira,female
Elidà,female
Elìdija,female
Eligà,female
Elìgija,female
Elijà,female
Elinà,female
Èlinga,female
Elinorà,female
Elità,female
Elizà,female
Èlma,female
Elmantà,female
El̃mantė,female
El̃mė,female
El̃mina,female
El̃minta,female
Elmyrà,female
Elnarà,female
El̃nora,female
Elonà,female
Èlva,female
Elvidà,female
El̃vija,female
Elvinà,female
Elvyrà,female
Elzà,female
Elzbietà,female
El̃zė,female
Elžbietà,female
Elžbiẽtė,female
Emà,female
Emanuelà,female
Emanuèlė,female
Emereñcija,female
Emerità,female
Èmeta,female
Emilà,female
Emìlė,female
Emilianà,female
Emìlija,female
Emilijonà,female
Emirà,female
Enà,female
Ènė,female
Ènija,female
Eñrika,female
Epifanà,female
Epifãnija,female
Erà,female
Erdà,female
Erdẽnė,female
Er̃dmė,female
Er̃dvė,female
Erdvìlė,female
Erdvydà,female
Èrika,female
Èrina,female
Èrinė,female
Erìnija,female
Erlánda,female
Erlándė,female
Èrlinga,female
Ermà,female
Ermantà,female
Er̃mantė,female
Er̃mina,female
Ermindà,female
Er̃minė,female
Ermìnija,female
Er̃minta,female
Èrna,female
Ernánda,female
Ernestà,female
Ernèstė,female
Ernestinà,female
Ernestìnė,female
Èrta,female
Er̃tmė,female
Ervidà,female
Er̃viltė,female
Èrvina,female
Èsija,female
Esmà,female
Esmerálda,female
Èsmė,female
Esmė́ja,female
Estelà,female
Estèlė,female
Estelità,female
Esterà,female
Estèrė,female
Estrė́ja,female
Ẽtmė,female
Eudòkija,female
Eufèmija,female
Eufrãzija,female
Eufrosìnija,female
Eufrozinà,female
Eugènė,female
Eugènija,female
Eulãlija,female
Eulògija,female
Eunìkė,female
Euprãksija,female
Eutròpija,female
Evà,female
Èvalda,female
Èvaldė,female
Evangèlija,female
Evaristà,female
Evèlija,female
Evelinà,female
Èvija,female
Evità,female
Edelija,female
Efalija,female
Efemija,female
Efilija,female
Efimija,female
Efrazija,female
Efrazina,female
Efroditė,female
Efrosenija,female
Efrosija,female
Efrosinija,female
Efrozina,female
Efrozinija,female
Egnė,female
Egripina,female
Eksavera,female
Ekvelija,female
Ekvilė,female
Ekvilija,female
Elberta,female
Elbina,female
Elenora,female
Eleokadija,female
Elialija,female
Elicija,female
Eliodija,female
Eliona,female
Emanuėlė,female
Emylija,female
Emirencija,female
Emlija,female
Enelė,female
Enzelma,female
Eofruzija,female
Eolelija,female
Eologija,female
Epistimija,female
Epistinija,female
Epraksija,female
Erenija,female
Esenija,female
Esmėralda,female
Esmiralda,female
Eudakija,female
Eufėmija,female
Eufenija,female
Eufimija,female
Eufrazinija,female
Eufrusinija,female
Eufruzina,female
Eugėnė,female
Eugėnija,female
Eulelija,female
Eulialija,female
Euliolija,female
Eulolija,female
Eurelija,female
Eustakija,female
Eutrofija,female
Evalina,female
Evdokija,female
Evėlina,female
Evfimija,female
Evgenija,female
Evlampija,female
Evnikija,female
Evstolija,female
Edda,female
Edite,female
Eflampija,female
Egle,female
Eimante,female
Eine,female
Ele,female
Eleonor,female
Elia,female
Eligia,female
Elin,female
Ella,female
Elze,female
Emiilija,female
Emile,female
Emilia,female
Emma,female
Enia,female
Erica,female
Erin,female
Erminia,female
Estella,female
Estelle,female
Ester,female
Estere,female
Eugenia,female
Evangelia,female
Evelin,female
Evia,female
Fabiãnas,male
Fãbijas,male
Fabijõnas,male
Fãbijus,male
Farìdas,male
Fáustas,male
Faustìnas,male
Felicijõnas,male
Felìcijus,male
Fèliksas,male
Fèlius,male
Fèmijus,male
Feodòsijus,male
Feògnijus,male
Ferdinándas,male
Fernándas,male
Fìdas,male
Fidèlis,male
Fidèlius,male
Filemònas,male
Filìbertas,male
Filogònijus,male
Flãvijus,male
Flòras,male
Floreñtas,male
Floreñtijus,male
Florentìnas,male
Floriãnas,male
Florijõnas,male
Florìndas,male
Fortū̃nas,male
Fortūnãtas,male
Fòtijus,male
Frèdas,male
Frèderikas,male
Frèdis,male
Frė́jus,male
Frìdas,male
Frìdis,male
Frìdrichas,male
Frìdrikas,male
Fulgeñcijus,male
Fulgeñtas,male
Fulgeñtijus,male
Fùlgis,male
Fatijus,male
Fedosijus,male
Feleksas,male
Felibertas,male
Fėliksas,male
Ferdinantas,male
Fiberijus,male
Fliavijus,male
Flioras,male
Fliorentas,male
Fliorijonas,male
Florancijus,male
Folgentas,male
Fulgenijus,male
Fabio,male
Farid,male
Faust,male
Feliks,male
Ferdinand,male
Fernando,male
Fidel,male
Florent,male
Florian,male
Fred,male
Freddie,male
Fridrich,male
Fridrik,male
Fabianà,female
Fãbija,female
Fabijonà,female
Fabijõnė,female
Fanãsija,female
Fãnija,female
Fardãnija,female
Faridà,female
Fãtima,female
Fatmà,female
Fáusta,female
Fáustė,female
Faustė́ja,female
Faustinà,female
Fáuzija,female
Febronà,female
Febrònija,female
Felà,female
Fèlė,female
Felìcija,female
Felicijonà,female
Felicità,female
Felicìtė,female
Felìčija,female
Fèlija,female
Fèliksa,female
Fèliksė,female
Felinà,female
Femà,female
Fèmija,female
Fènija,female
Feodòsija,female
Feodòtija,female
Feofãnija,female
Feoktìstija,female
Feònija,female
Feopìstija,female
Feotìnija,female
Ferdinánda,female
Fernánda,female
Fetìnija,female
Fevrònija,female
Fė́ja,female
Fidà,female
Fidèlė,female
Fidèlija,female
Fìlė,female
Fìlija,female
Filimònija,female
Filomenà,female
Filotė́ja,female
Fionà,female
Fiònija,female
Firminà,female
Flãvija,female
Florà,female
Floreñcija,female
Florentinà,female
Florianà,female
Flòrida,female
Flòrija,female
Florijonà,female
Florìnda,female
Fortūnà,female
Fortūnatà,female
Fotìnija,female
Fredà,female
Frė́ja,female
Fridà,female
Fridèrika,female
Frìdrika,female
Frìgija,female
Frònija,female
Frosìnija,female
Fulgentà,female
Facinija,female
Fatenija,female
Fatinija,female
Favzija,female
Febranija,female
Fecenija,female
Fecimija,female
Fedosija,female
Fedotija,female
Fefanija,female
Fejonija,female
Felagija,female
Fėlė,female
Feliomena,female
Felomena,female
Feodozija,female
Feofonija,female
Feotenija,female
Fetenija,female
Fėtinija,female
Fibronija,female
Filicija,female
Filiomena,female
Filiomija,female
Filionija,female
Filiontija,female
Filomėna,female
Fiodosija,female
Fiofanija,female
Fivronija,female
Flerencija,female
Fliavija,female
Fliora,female
Fliorida,female
Fonitija,female
Frasenija,female
Frazina,female
Freja,female
Frosenija,female
Frosėnija,female
Futinija,female
Fabia,female
Felicia,female
Fiuonija,female
Flavia,female
Freya,female
Gãbijus,male
Gãbis,male
Gabriẽlis,male
Gabriẽlius,male
Gãbris,male
Gabrỹs,male
Gailìmantas,male
Gáilintas,male
Gaĩlis,male
Gaĩlius,male
Gailùtis,male
Gaĩmantas,male
Gaĩvaldas,male
Gaĩvilas,male
Gaĩvis,male
Gãjus,male
Galaktijõnas,male
Galìgintas,male
Gãlijus,male
Gãlius,male
Gálmantas,male
Gálminas,male
Gálvirdas,male
Gálvydas,male
Gañdis,male
Gañtas,male
Gañtautas,male
Gãrijus,male
Gãsparas,male
Gaũdas,male
Gaudẽnis,male
Gaudeñtas,male
Gaũdminas,male
Gaũdrimas,male
Gaũdrius,male
Gaũdvidas,male
Gaũdvilas,male
Gaũdvinas,male
Gaũdvydas,male
Gẽdartas,male
Gẽdas,male
Gedáutas,male
Gedeònas,male
Gẽdgaudas,male
Gedimìnas,male
Gẽdmantas,male
Gẽdmas,male
Gẽdminas,male
Gẽdmintas,male
Gẽdrimas,male
Gẽdrius,male
Gedùtis,male
Gẽdvaldas,male
Gẽdvardas,male
Gẽdvidas,male
Gẽdvilas,male
Gedvìlis,male
Gẽdvinas,male
Gẽdvydas,male
Gegùžis,male
Geĩdas,male
Geĩdvydas,male
Geĩmantas,male
Geĩminas,male
Geĩsmantas,male
Geĩstautas,male
Geistỹs,male
Geĩsvydas,male
Geĩtautas,male
Geĩtvydas,male
Geĩvidas,male
Geĩvydas,male
Gẽlas,male
Gélgaudas,male
Gèlijus,male
Gélmantas,male
Gel̃mijus,male
Gélminas,male
Gel̃mis,male
Gel̃mius,male
Gelmỹs,male
Gélvinas,male
Gel̃vis,male
Gèmas,male
Gẽminas,male
Genãdas,male
Genãdijus,male
Genárdas,male
Gènas,male
Geñdras,male
Gendrimìnas,male
Geñdrius,male
Geñdvilas,male
Gendvìlis,male
Geñdvydas,male
Gènijus,male
Gènis,male
Gènius,male
Genỹs,male
Genováitis,male
Geòrgas,male
Geòrgijus,male
Geráldas,male
Gerárdas,male
Gèras,male
Gerãsimas,male
Gèrdas,male
Ger̃dis,male
Gerhárdas,male
Gerìmantas,male
Gèrius,male
Gèrmanas,male
Ger̃mantas,male
Germìlis,male
Ger̃minas,male
Ger̃mintas,male
Geròntijus,male
Ger̃taras,male
Ger̃tas,male
Ger̃tautas,male
Ger̃tis,male
Gertrū̃das,male
Ger̃tvydas,male
Ger̃valdas,male
Gervãsijus,male
Gervãzas,male
Ger̃vidas,male
Ger̃vydas,male
Gẽstautas,male
Gẽtautas,male
Gìdas,male
Gìdijus,male
Giẽdras,male
Giẽdrimas,male
Giẽdris,male
Giẽdrius,male
Giedrỹs,male
Gìjas,male
Gìjus,male
Gìlbertas,male
Gìldas,male
Gìlius,male
Gìlmantas,male
Gìlmintas,male
Gìlvinas,male
Gìlvydas,male
Gìmas,male
Gìmbutas,male
Gìnas,male
Giñdas,male
Gìniotas,male
Gìnius,male
Giñtaras,male
Gintãrijus,male
Giñtaris,male
Giñtarius,male
Gìntas,male
Gìntautas,male
Gintẽnis,male
Gìntis,male
Gìntvidas,male
Gìntvilas,male
Gintvìlis,male
Gìntvydas,male
Ginùtis,male
Ginvìlis,male
Gìnvydas,male
Gìras,male
Gir̃das,male
Girdẽnis,male
Gir̃dijus,male
Girdùtis,male
Gir̃dvaldas,male
Gir̃dvilas,male
Gir̃dvydas,male
Girìmantas,male
Gìris,male
Gìrius,male
Gìrmantas,male
Gìrmintas,male
Gir̃stautas,male
Gir̃stis,male
Gìrtautas,male
Gìrvidas,male
Gìrvilas,male
Gìrvinas,male
Gìrvydas,male
Gìržadas,male
Gýdas,male
Gýtautas,male
Gytẽnis,male
Gýtas,male
Gýtis,male
Gláudijus,male
Gõdas,male
Gòjus,male
Gómantas,male
Gòrdijus,male
Góstautas,male
Gótaras,male
Gótardas,male
Gótautas,male
Gòtfridas,male
Gòtis,male
Grãcas,male
Gracijõnas,male
Grãcijus,male
Grãcis,male
Grãcius,male
Grántas,male
Grãtas,male
Grãžvidas,male
Grãžvilas,male
Gražvìlis,male
Grãžvydas,male
Grãžvydis,male
Grègas,male
Grègoras,male
Grègorijus,male
Grègoris,male
Grètas,male
Grigãlius,male
Grìgas,male
Grigòrijus,male
Grìntas,male
Grìntautas,male
Grìnvidas,male
Grìnvydas,male
Grõžvydas,male
Grúodis,male
Gùnaras,male
Guñdas,male
Gùnteris,male
Gúodas,male
Gùrijus,male
Gùstas,male
Gùstautas,male
Gùstavas,male
Gustìnas,male
Gùstis,male
Gùtas,male
Gùtautas,male
Gvìdas,male
Gvìdmantas,male
Gvidònas,male
Gasperas,male
Gaudendas,male
Gedaminas,male
Gedeiminas,male
Gedemenas,male
Gedeminas,male
Gedemynas,male
Gedėminas,male
Gedimenas,male
Gedimimas,male
Gedominas,male
Gėdrius,male
Gelbertas,male
Gėnadijus,male
Genadzijus,male
Gėnijus,male
Gėnius,male
Gėrardas,male
Gerchardas,male
Germenegildas,male
Gervacijus,male
Giadiminas,male
Gidonas,male
Gienis,male
Gienius,male
Gierardas,male
Giliaras,male
Giliarijus,male
Ginadijus,male
Gintovtas,male
Gitautas,male
Gitavtas,male
Grigarijus,male
Grygorijus,male
Gubertas,male
Gunoras,male
Gabriel,male
Gaspar,male
Gedemin,male
Gedemins,male
Gedimin,male
Genadij,male
Gennadijus,male
Georg,male
Georgij,male
Gerald,male
Gerard,male
Gerd,male
German,male
Gert,male
Gilbert,male
Gintauats,male
Gintaut,male
Gintauts,male
Grant,male
Grąžvydas,male
Gregor,male
Gregorij,male
Grigorij,male
Gunar,male
Gust,male
Gustav,male
Gustavo,male
Gvidon,male
Gãbė,female
Gabė́ta,female
Gabijà,female
Gãbrė,female
Gabrielà,female
Gabriẽlė,female
Gaidà,female
Gáila,female
Gailẽnė,female
Gaĩlė,female
Gáilija,female
Gailìmantė,female
Gailinà,female
Gáilinta,female
Gailùtė,female
Gáirė,female
Gáiva,female
Gaĩvė,female
Gaivìlė,female
Gaivìlija,female
Gaĩvina,female
Gaivùtė,female
Gajà,female
Galatė́ja,female
Gãlija,female
Galinà,female
Galìnda,female
Gam̃tė,female
Gandà,female
Gañdė,female
Gañtautė,female
Gañtė,female
Gardènija,female
Gar̃sė,female
Gaudà,female
Gaudeñcija,female
Gaudẽnė,female
Gaudentà,female
Gaũdė,female
Gaũdija,female
Gaũdilė,female
Gaudìmantė,female
Gaũdrė,female
Gaũdrimė,female
Gaudvìlė,female
Gaũdvydė,female
Gausañtė,female
Gedà,female
Gedẽnė,female
Gẽdilė,female
Gediminà,female
Gedimìnė,female
Gedmà,female
Gẽdmantė,female
Gedmìlė,female
Gẽdmina,female
Gẽdminė,female
Gẽdminta,female
Gẽdmintė,female
Gedrà,female
Gẽdrė,female
Gedrimà,female
Gẽdrimė,female
Gedvidà,female
Gedvilà,female
Gedvìlė,female
Gedvìlija,female
Gẽdvina,female
Gẽdvinė,female
Gedvydà,female
Gẽdvydė,female
Gedvygà,female
Gegùtė,female
Geidà,female
Geĩdė,female
Geidvìlė,female
Geĩmina,female
Geĩsmantė,female
Geĩstarė,female
Geĩstautė,female
Geĩstė,female
Geisvà,female
Geisvìlė,female
Geĩsvina,female
Geĩtautė,female
Geitvìlė,female
Gelà,female
Gẽlė,female
Gèlija,female
Gélma,female
Gélmantė,female
Gel̃mė,female
Gélmina,female
Gélminė,female
Gemà,female
Gẽmina,female
Gemònija,female
Genà,female
Genãdė,female
Genãdija,female
Gendrà,female
Geñdrė,female
Gendvìlė,female
Gènė,female
Gènija,female
Genováita,female
Genováitė,female
Genùtė,female
Geòrdija,female
Geòrgija,female
Gerà,female
Gerálda,female
Gerárda,female
Gèrda,female
Gerìmanta,female
Gerìmantė,female
Gerintà,female
Gerlìnda,female
Germà,female
Gèrmana,female
Germantà,female
Ger̃mantė,female
Germìlė,female
Ger̃mina,female
Ger̃minta,female
Gertà,female
Ger̃tautė,female
Ger̃tė,female
Gertrūdà,female
Gervìlė,female
Ger̃vydė,female
Gẽsmantė,female
Gestà,female
Gẽstautė,female
Getà,female
Gẽtautė,female
Gėlà,female
Gėlė̃,female
Gėliū́nė,female
Gidà,female
Gìdija,female
